id	text	target	category	polarity
1476493:1	everything good ok definitely nothing great 	NULL	FOOD#QUALITY	neutral
1476493:2	ambience nice service wasn great 	ambience	AMBIENCE#GENERAL	positive
1476493:2	ambience nice service wasn great 	service	SERVICE#GENERAL	negative
1476493:3	add together doesn seem worth especially considering price 	NULL	RESTAURANT#GENERAL	negative
1476493:3	add together doesn seem worth especially considering price 	NULL	RESTAURANT#PRICES	negative
1477631:0	best shabu shabu restaurant try state area 	Shabu-Shabu Restaurant	RESTAURANT#GENERAL	positive
1477631:1	lived japan 7 year taste food feel restaurant like back japan 	food	FOOD#QUALITY	positive
1477631:1	lived japan 7 year taste food feel restaurant like back japan 	feel	AMBIENCE#GENERAL	positive
1477631:2	thius must anyone love shabu shabu 	Shabu-Shabu	FOOD#QUALITY	positive
1486041:0	atmosphere nothing special feel like sushi establishment tokyo 	atmosphere	AMBIENCE#GENERAL	positive
1486041:1	owner staff japanese well add entire ambiance 	owner	RESTAURANT#MISCELLANEOUS	positive
1486041:1	owner staff japanese well add entire ambiance 	staff	RESTAURANT#MISCELLANEOUS	positive
1486041:1	owner staff japanese well add entire ambiance 	ambiance	AMBIENCE#GENERAL	positive
1486041:2	despite slightly limited menu everything prepared done perfection ultra fresh work food art 	menu	FOOD#STYLE_OPTIONS	negative
1486041:2	despite slightly limited menu everything prepared done perfection ultra fresh work food art 	NULL	FOOD#QUALITY	positive
1486041:2	despite slightly limited menu everything prepared done perfection ultra fresh work food art 	NULL	FOOD#STYLE_OPTIONS	positive
1486041:3	must give yon yon star 	NULL	RESTAURANT#GENERAL	positive
1486041:4	taxan delicious 	Taxan	FOOD#QUALITY	positive
1490757:1	weren 	NULL	RESTAURANT#GENERAL	positive
1490757:2	price cheap compared quality service food 	NULL	RESTAURANT#PRICES	positive
1490757:2	price cheap compared quality service food 	service	SERVICE#GENERAL	positive
1490757:2	price cheap compared quality service food 	food	FOOD#QUALITY	positive
1490757:3	liked much always make point dine visit new york 	NULL	RESTAURANT#GENERAL	positive
1496205:1	location ambience ok food make 	location	LOCATION#GENERAL	neutral
1496205:1	location ambience ok food make 	ambience	AMBIENCE#GENERAL	neutral
1496205:1	location ambience ok food make 	food	FOOD#QUALITY	positive
1496205:2	lot variety even people eat vegetarian like 	NULL	FOOD#STYLE_OPTIONS	positive
1496205:3	try green curry vegetable 	green curry with vegetables	FOOD#QUALITY	positive
1496205:4	quantity also good come satisfied 	quantity	FOOD#STYLE_OPTIONS	positive
1496205:5	service ok people didn get asked 	service	SERVICE#GENERAL	neutral
1496707:0	sat birthday excellent time 	NULL	RESTAURANT#GENERAL	positive
1496707:1	best ravioli ever 	ravioli	FOOD#QUALITY	positive
1496707:2	wine service good 	wine	DRINKS#QUALITY	positive
1496707:2	wine service good 	service	SERVICE#GENERAL	positive
1496707:3	moderate price 	NULL	RESTAURANT#PRICES	neutral
1496707:4	little noise think party 	NULL	AMBIENCE#GENERAL	neutral
1500453:1	quaint romantic trattoria top manhattan restaurant list 	trattoria	AMBIENCE#GENERAL	positive
1500453:1	quaint romantic trattoria top manhattan restaurant list 	trattoria	RESTAURANT#GENERAL	positive
1500453:2	food delicious special regular menu fare dish never disappointment 	food	FOOD#QUALITY	positive
1500453:2	food delicious special regular menu fare dish never disappointment 	dishes	FOOD#QUALITY	positive
1500453:2	food delicious special regular menu fare dish never disappointment 	specials	FOOD#QUALITY	positive
1500453:2	food delicious special regular menu fare dish never disappointment 	regular menu-fare	FOOD#QUALITY	positive
1500453:3	whether parmesean porcini souffle lamb glazed balsamic vinegar surely transported northern italy one bite 	parmesean porcini souffle	FOOD#QUALITY	positive
1500453:3	whether parmesean porcini souffle lamb glazed balsamic vinegar surely transported northern italy one bite 	lamb glazed with balsamic vinegar	FOOD#QUALITY	positive
1500453:4	although table may closely situated candle light food quality service overcompensate 	candle-light	AMBIENCE#GENERAL	positive
1500453:4	although table may closely situated candle light food quality service overcompensate 	food	FOOD#QUALITY	positive
1500453:4	although table may closely situated candle light food quality service overcompensate 	service	SERVICE#GENERAL	positive
1500453:4	although table may closely situated candle light food quality service overcompensate 	tables	AMBIENCE#GENERAL	negative
1500453:5	guaranteeed delight 	NULL	RESTAURANT#GENERAL	positive
1506491:0	known secret last 13 year emilio godfather continued serve food wine god mortal price 	food	FOOD#QUALITY	positive
1506491:0	known secret last 13 year emilio godfather continued serve food wine god mortal price 	wine	DRINKS#QUALITY	positive
1506491:0	known secret last 13 year emilio godfather continued serve food wine god mortal price 	food	FOOD#PRICES	positive
1506491:0	known secret last 13 year emilio godfather continued serve food wine god mortal price 	wine	DRINKS#PRICES	positive
1506491:1	go try marinara arrabiatta sauce mozzarella en carozza mmmmmmmm everything delicious 	marinara/arrabiatta sauce	FOOD#QUALITY	positive
1506491:1	go try marinara arrabiatta sauce mozzarella en carozza mmmmmmmm everything delicious 	mozzarella en Carozza	FOOD#QUALITY	positive
1506491:1	go try marinara arrabiatta sauce mozzarella en carozza mmmmmmmm everything delicious 	NULL	FOOD#QUALITY	positive
1506491:2	check secret back room 	back room	AMBIENCE#GENERAL	positive
1506491:4	pray stay open forever 	NULL	RESTAURANT#GENERAL	positive
1506491:5	thank emilio 	Emilio	RESTAURANT#GENERAL	positive
1538149:0	found food service value exceptional everytime 	food	FOOD#QUALITY	positive
1538149:0	found food service value exceptional everytime 	service	SERVICE#GENERAL	positive
1538149:0	found food service value exceptional everytime 	NULL	RESTAURANT#PRICES	positive
1538149:1	food authentic 	food	FOOD#QUALITY	positive
1538149:2	felt though eating paris 	NULL	FOOD#QUALITY	positive
1538149:3	service excellent friendly attentive 	service	SERVICE#GENERAL	positive
1538149:4	price wonderfully low 	NULL	RESTAURANT#PRICES	positive
1538149:5	good wine choice 	wine choices	DRINKS#STYLE_OPTIONS	positive
1543345:1	room cheesesticks best pizza nyc 	pizza	FOOD#QUALITY	positive
1543345:2	get pepperoni yum family style salad 	pepperoni	FOOD#QUALITY	positive
1543345:2	get pepperoni yum family style salad 	family style salad	FOOD#QUALITY	positive
1543345:3	great staff 	staff	SERVICE#GENERAL	positive
1543345:4	always great service 	service	SERVICE#GENERAL	positive
1543345:5	go twice month 	NULL	RESTAURANT#GENERAL	positive
1543345:6	fantastic 	NULL	RESTAURANT#GENERAL	positive
1561259:0	food good lie 	food	FOOD#QUALITY	positive
1561259:1	staff horrible u 	staff	SERVICE#GENERAL	negative
1561259:2	hostess waitress incredibly rude everything could rush u 	hostess	SERVICE#GENERAL	negative
1561259:2	hostess waitress incredibly rude everything could rush u 	waitress	SERVICE#GENERAL	negative
1561259:3	planning get dessert waitress basically bill u chance order 	waitress	SERVICE#GENERAL	negative
1561259:4	place pricey yes food worth service make feel like paying quater price 	place	RESTAURANT#PRICES	negative
1561259:4	place pricey yes food worth service make feel like paying quater price 	food	FOOD#QUALITY	positive
1561259:4	place pricey yes food worth service make feel like paying quater price 	service	SERVICE#GENERAL	negative
1561259:5	save time trouble skip one 	NULL	RESTAURANT#GENERAL	negative
1572027:1	amma nothing special 	Amma	RESTAURANT#GENERAL	neutral
1572027:3	ate week ago found dish average best expensive 	dishes	FOOD#QUALITY	negative
1572027:3	ate week ago found dish average best expensive 	dishes	FOOD#PRICES	negative
1572027:4	back 	NULL	RESTAURANT#GENERAL	negative
1572033:0	dine tamarind vegetarian dish simply par non veg selection 	vegetarian dishes	FOOD#QUALITY	negative
1572033:0	dine tamarind vegetarian dish simply par non veg selection 	non-veg selections	FOOD#QUALITY	positive
1572033:1	decor nice though service spotty 	Decor	AMBIENCE#GENERAL	positive
1572033:1	decor nice though service spotty 	service	SERVICE#GENERAL	negative
1572033:2	place always packed 	place	AMBIENCE#GENERAL	neutral
1572033:4	importantly food excellent 	food	FOOD#QUALITY	positive
1572033:5	try sea bass 	sea bass	FOOD#QUALITY	positive
1572033:6	highly recommended 	NULL	RESTAURANT#GENERAL	positive
1573534:0	first dal bukhara rock 	Dal Bukhara	FOOD#QUALITY	positive
1573534:3	happy food awsome 	food	FOOD#QUALITY	positive
1573534:4	awsome 	NULL	FOOD#QUALITY	positive
1573534:5	yes dal bukhara dam good kababs 	kababs	FOOD#QUALITY	positive
1573534:5	yes dal bukhara dam good kababs 	Dal Bukhara	FOOD#QUALITY	positive
1573534:7	overall give 10 	NULL	RESTAURANT#GENERAL	positive
1573534:8	10 	NULL	RESTAURANT#GENERAL	positive
1577714:1	haru park simply disgusting 	Haru on Park S	RESTAURANT#GENERAL	negative
1577714:2	fish fresh rice tasted old stale 	fish	FOOD#QUALITY	negative
1577714:2	fish fresh rice tasted old stale 	rice	FOOD#QUALITY	negative
1577714:3	quite frankly worst sushi ever tried 	sushi	FOOD#QUALITY	negative
1577714:4	never back 	NULL	RESTAURANT#GENERAL	negative
1586174:0	honestly worst sushi husband entire life 	sushi	FOOD#QUALITY	negative
1586174:2	sure restaurant would rated highly 	restaurant	RESTAURANT#GENERAL	negative
1586174:3	eat sushi definitely poor quality 	all-u-can-eat sushi	FOOD#QUALITY	negative
1586174:4	limited menu fresh ingredient thinly sliced fish fall apart rice 	menu	FOOD#STYLE_OPTIONS	negative
1586174:4	limited menu fresh ingredient thinly sliced fish fall apart rice 	ingredients	FOOD#QUALITY	negative
1586174:4	limited menu fresh ingredient thinly sliced fish fall apart rice 	fish	FOOD#STYLE_OPTIONS	negative
1586174:4	limited menu fresh ingredient thinly sliced fish fall apart rice 	rice	FOOD#STYLE_OPTIONS	negative
1586174:5	thing could really taste salty soy sauce even low sodium vinegar soaked rice scallion top fish 	soy sauce	FOOD#QUALITY	negative
1586174:5	thing could really taste salty soy sauce even low sodium vinegar soaked rice scallion top fish 	rice	FOOD#QUALITY	negative
1586174:6	waitstaffs nice though 	waitstaffs	SERVICE#GENERAL	positive
1586174:7	wont come back sure 	NULL	RESTAURANT#GENERAL	negative
1603698:0	roth twice time disappointing 	Roth's	RESTAURANT#GENERAL	negative
1603698:2	time extremely dissappointed service boarderline rude 	service	SERVICE#GENERAL	negative
1603698:3	wouldnt even let finish glass wine offering another 	NULL	SERVICE#GENERAL	negative
1603698:4	much time seems like care 	NULL	SERVICE#GENERAL	negative
1603698:5	dinner ok nothing would 	dinner	FOOD#QUALITY	negative
1603698:6	egg benedict brunch worst entire life tried removing hollondaise sauce completely failed 	eggs benedict	FOOD#QUALITY	negative
1606837:0	great surprise 	NULL	RESTAURANT#GENERAL	positive
1606837:1	theater 2 block away delicious meal beautiful room 	meal	FOOD#QUALITY	positive
1606837:1	theater 2 block away delicious meal beautiful room 	room	AMBIENCE#GENERAL	positive
1606837:1	theater 2 block away delicious meal beautiful room 	NULL	LOCATION#GENERAL	positive
1606837:2	service attentive 	service	SERVICE#GENERAL	positive
1606837:3	look forward eating 	NULL	RESTAURANT#GENERAL	positive
1609375:0	planet thai great 	Planet Thai	RESTAURANT#GENERAL	positive
1609375:1	love food drink atmosphere 	food	FOOD#QUALITY	positive
1609375:1	love food drink atmosphere 	drinks	DRINKS#QUALITY	positive
1609375:1	love food drink atmosphere 	atmosphere	AMBIENCE#GENERAL	positive
1609375:2	svc bit rude time esp big group overall restaurant must 	svc	SERVICE#GENERAL	negative
1609375:2	svc bit rude time esp big group overall restaurant must 	restaurant	RESTAURANT#GENERAL	positive
1609375:3	try pad thai fabulous price cheap 	Pad Thai	FOOD#QUALITY	positive
1609375:3	try pad thai fabulous price cheap 	NULL	RESTAURANT#PRICES	positive
1609375:4	cheap mean portion small food nasty great 	portions	FOOD#STYLE_OPTIONS	positive
1609375:4	cheap mean portion small food nasty great 	food	FOOD#QUALITY	positive
1609375:4	cheap mean portion small food nasty great 	NULL	RESTAURANT#PRICES	positive
1611489:0	forgot sandwich didn include plastic fork didn include pita hummus platter 	NULL	SERVICE#GENERAL	negative
1611489:1	also sandwich nearing 7 didn come anything like chip side 	sandwiches	FOOD#STYLE_OPTIONS	negative
1611489:1	also sandwich nearing 7 didn come anything like chip side 	sandwiches	FOOD#PRICES	negative
1611489:2	overall worth money 	NULL	RESTAURANT#GENERAL	negative
1611489:2	overall worth money 	NULL	RESTAURANT#PRICES	negative
1611489:3	eating atmosphere save desk disappointing experience 	atmosphere	AMBIENCE#GENERAL	positive
1611489:3	eating atmosphere save desk disappointing experience 	NULL	RESTAURANT#GENERAL	negative
1615322:1	chennai garden favorite indian restaurant city 	Chennai Garden	RESTAURANT#GENERAL	positive
1615322:2	authentic indian amazin price 	Indian	FOOD#QUALITY	positive
1615322:2	authentic indian amazin price 	Indian	FOOD#PRICES	positive
1615322:3	restaurant vegetarian meat dish whatsoever 	MEAT dishes	FOOD#STYLE_OPTIONS	negative
1615322:4	seat uncomfortable sitting wall wooden bench 	seats	AMBIENCE#GENERAL	negative
1615322:5	rather cramped busy restaurant close early 	restaurant	RESTAURANT#MISCELLANEOUS	negative
1615322:5	rather cramped busy restaurant close early 	restaurant	AMBIENCE#GENERAL	negative
1623276:0	patroon feature nice cigar bar great staff 	cigar bar	AMBIENCE#GENERAL	positive
1623276:0	patroon feature nice cigar bar great staff 	staff	SERVICE#GENERAL	positive
1623276:1	food tasty portion size appropriate 	food	FOOD#QUALITY	positive
1623276:1	food tasty portion size appropriate 	portion sizes	FOOD#STYLE_OPTIONS	positive
1623276:2	nice restaurant looking good place host intimate dinner meeting business associate 	restaurant	RESTAURANT#MISCELLANEOUS	positive
1623276:3	great place family general dining 	place	RESTAURANT#MISCELLANEOUS	negative
1626564:0	lloovve place 	PLACE	RESTAURANT#GENERAL	positive
1626564:1	food excellent 	Food	FOOD#QUALITY	positive
1626564:2	fish fresh 	Fish	FOOD#QUALITY	positive
1626564:3	waitstaff friendly 	Waitstaff	SERVICE#GENERAL	positive
1626564:4	love yuka 	YUKA	RESTAURANT#GENERAL	positive
1632445:0	mermaid inn overall good restaurant really good seafood 	seafood	FOOD#QUALITY	positive
1632445:0	mermaid inn overall good restaurant really good seafood 	Mermaid Inn	RESTAURANT#GENERAL	positive
1632445:1	menu limited almost dish excellent 	menu	FOOD#STYLE_OPTIONS	negative
1632445:1	menu limited almost dish excellent 	dishes	FOOD#QUALITY	positive
1632445:2	lobster sandwich good spaghetti scallop shrimp great 	lobster sandwich	FOOD#QUALITY	positive
1632445:2	lobster sandwich good spaghetti scallop shrimp great 	spaghetti with Scallops and Shrimp	FOOD#QUALITY	positive
1632445:3	service good ambience good date group outing 	service	SERVICE#GENERAL	positive
1632445:3	service good ambience good date group outing 	ambience	AMBIENCE#GENERAL	positive
1632445:4	fallback restaurant price 	restaurant	RESTAURANT#PRICES	negative
1632445:5	even though good seafood price high 	seafood	FOOD#QUALITY	positive
1632445:5	even though good seafood price high 	NULL	RESTAURANT#PRICES	negative
1632445:6	lobster sandwich 24 although good nearly enough warrant price 	lobster sandwich	FOOD#QUALITY	positive
1632445:6	lobster sandwich 24 although good nearly enough warrant price 	lobster sandwich	FOOD#PRICES	negative
1632929:2	pleasantly surprised 	NULL	RESTAURANT#GENERAL	positive
1632929:3	food delicious halibut special husband steak service top notch 	food	FOOD#QUALITY	positive
1632929:3	food delicious halibut special husband steak service top notch 	halibut special	FOOD#QUALITY	positive
1632929:3	food delicious halibut special husband steak service top notch 	steak	FOOD#QUALITY	positive
1632929:3	food delicious halibut special husband steak service top notch 	service	SERVICE#GENERAL	positive
1632929:4	dessert came candle anyone asked one waiter must seen opening birthday card gift said knew special occassion sort 	waiter	SERVICE#GENERAL	positive
1632929:5	truly mark attentive waiter 	waiter	SERVICE#GENERAL	positive
1632929:6	highly recommend restaurant based experience last night 	restaurant	RESTAURANT#GENERAL	positive
1642666:0	ate thai place following review unhappy food 	foods	FOOD#QUALITY	negative
1642666:1	thought place using much msg cooking food 	foods	FOOD#QUALITY	negative
1642666:3	concern much customer health want make money 	NULL	RESTAURANT#MISCELLANEOUS	negative
1642666:4	please fool u 	NULL	RESTAURANT#MISCELLANEOUS	negative
1649025:1	recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab 	jelly fish	FOOD#QUALITY	positive
1649025:1	recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab 	drunken chicken	FOOD#QUALITY	positive
1649025:1	recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab 	soupy dumplings	FOOD#QUALITY	positive
1649025:1	recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab 	stir fry blue crab	FOOD#QUALITY	positive
1649025:2	food cheap waiter nice 	food	FOOD#PRICES	positive
1649025:2	food cheap waiter nice 	waiters	SERVICE#GENERAL	positive
1649025:3	course crowded care 	NULL	AMBIENCE#GENERAL	neutral
1649025:4	authentic shanghai style cannot recommend better shanghai place new york 	NULL	RESTAURANT#MISCELLANEOUS	positive
1655504:0	frequented ino several year food remains excellent 	food	FOOD#QUALITY	positive
1655504:1	cheese plate varied delight great bargain 10 	Cheese plate	FOOD#QUALITY	positive
1655504:1	cheese plate varied delight great bargain 10 	Cheese plate	FOOD#STYLE_OPTIONS	positive
1655504:1	cheese plate varied delight great bargain 10 	Cheese plate	FOOD#PRICES	positive
1655504:2	large selection bruschettas panini tramezzinis keep palate stagnating 	bruschettas	FOOD#STYLE_OPTIONS	positive
1655504:2	large selection bruschettas panini tramezzinis keep palate stagnating 	paninis	FOOD#STYLE_OPTIONS	positive
1655504:2	large selection bruschettas panini tramezzinis keep palate stagnating 	tramezzinis	FOOD#STYLE_OPTIONS	positive
1655504:3	asparagus truffle oil parmesan bruschetta winner 	asparagus, truffle oil, parmesan bruschetta	FOOD#QUALITY	positive
1655504:4	wine list extensive without priced 	Wine list	DRINKS#STYLE_OPTIONS	positive
1655504:4	wine list extensive without priced 	Wine list	DRINKS#PRICES	positive
1655504:5	sure try seasonal always delicious special 	specials	FOOD#QUALITY	positive
1655504:6	definitely neighborhood favorite 	NULL	RESTAURANT#GENERAL	positive
1655521:0	loved place 	place	RESTAURANT#GENERAL	positive
1655521:1	almost hesititate write review atmosphere great would hate become crowded 	atmosphere	AMBIENCE#GENERAL	positive
1655521:2	food good great deal place self great 	food	FOOD#QUALITY	positive
1655521:2	food good great deal place self great 	food	FOOD#PRICES	positive
1655521:2	food good great deal place self great 	place	AMBIENCE#GENERAL	positive
1655521:3	wait staff freindly make feel like re eating freindly little european town 	wait staff	SERVICE#GENERAL	positive
1660047:0	like cafe noir dont get wrong jsut people work evil incompetent 	people	SERVICE#GENERAL	negative
1660047:0	like cafe noir dont get wrong jsut people work evil incompetent 	Cafe Noir	RESTAURANT#GENERAL	positive
1660047:1	service terrible wait everything ask several different people thing allowed served 	service	SERVICE#GENERAL	negative
1660047:2	waitress seems concerned looking good actually waitressing 	waitress	SERVICE#GENERAL	negative
1660047:3	dinner manager grabbed boyfriend asked maybe dont know thing work america end stormed away almost teareyed yelling tip thing survive 	manager	SERVICE#GENERAL	negative
1660047:4	tip guess model waitress wanted complained manager 	waitress	SERVICE#GENERAL	negative
1660047:5	whole set truly unprofessional wish cafe noir would get good staff despite current one great place 	staff	SERVICE#GENERAL	negative
1660047:5	whole set truly unprofessional wish cafe noir would get good staff despite current one great place 	Cafe Noir	RESTAURANT#GENERAL	positive
1661043:0	pizza consistently good 	Pizza	FOOD#QUALITY	positive
1661043:1	salad delicious way begin meal 	Salads	FOOD#QUALITY	positive
1661043:2	pas calamari 	calamari	FOOD#QUALITY	negative
1661043:3	thick slightly soggy 	NULL	FOOD#QUALITY	negative
1661043:4	decor charming 	Decor	AMBIENCE#GENERAL	positive
1661043:5	service average 	Service	SERVICE#GENERAL	neutral
1661757:0	great place 	place	RESTAURANT#GENERAL	positive
1661757:2	ambience fun price great top fact food really tasty 	ambience	AMBIENCE#GENERAL	positive
1661757:2	ambience fun price great top fact food really tasty 	NULL	RESTAURANT#PRICES	positive
1661757:2	ambience fun price great top fact food really tasty 	food	FOOD#QUALITY	positive
1661757:3	wasn thrilled wait line thirty minute guess price pay popular place 	NULL	SERVICE#GENERAL	neutral
1661757:4	would definitely recommend sea like thai cuisine 	thai cuisine	FOOD#QUALITY	positive
1662726:0	week back worst customer service experience restaurant ever 	customer service	SERVICE#GENERAL	negative
1662726:1	gentleman maybe manager came table without much smile greeting asked order 	gentleman	SERVICE#GENERAL	negative
1662726:2	asked certain dish prepared comparison similar thai restaurant replied mcdonald every place make thing differently 	NULL	SERVICE#GENERAL	negative
1662726:3	understandable every place indeed different need uncourteous customer downright rude 	NULL	SERVICE#GENERAL	negative
1662726:5	never 	NULL	RESTAURANT#GENERAL	negative
1663111:0	absolutely loved place 	place	RESTAURANT#GENERAL	positive
1663111:2	excellent atmosphere delicious dish good friendly service 	atmosphere	AMBIENCE#GENERAL	positive
1663111:2	excellent atmosphere delicious dish good friendly service 	dishes	FOOD#QUALITY	positive
1663111:2	excellent atmosphere delicious dish good friendly service 	service	SERVICE#GENERAL	positive
1663111:3	became ny italian food fare institution 	NULL	RESTAURANT#GENERAL	positive
1663111:4	think absolutely brilliant well runned business operation 	NULL	RESTAURANT#GENERAL	positive
1663111:5	wine list also really nice 	wine list	DRINKS#STYLE_OPTIONS	positive
1664346:1	everything wonderful food drink staff mileau 	NULL	RESTAURANT#GENERAL	positive
1664346:1	everything wonderful food drink staff mileau 	food	FOOD#QUALITY	positive
1664346:1	everything wonderful food drink staff mileau 	drinks	DRINKS#QUALITY	positive
1664346:1	everything wonderful food drink staff mileau 	staff	SERVICE#GENERAL	positive
1664346:1	everything wonderful food drink staff mileau 	mileau	AMBIENCE#GENERAL	positive
1664346:2	would highly recommend place 	place	RESTAURANT#GENERAL	positive
1671113:0	casimir 5 time always great time 	Casimir	RESTAURANT#GENERAL	positive
1671113:1	food great reasonably priced 	food	FOOD#QUALITY	positive
1671113:1	food great reasonably priced 	food	FOOD#PRICES	positive
1671113:2	tried make reservation time hostess didn name 	hostess	SERVICE#GENERAL	negative
1671113:3	weather nice try snag outside table 	outside table	AMBIENCE#GENERAL	positive
1671113:4	staff nice seemed really stressed unisex bathroom need cleaned often 	staff	SERVICE#GENERAL	positive
1671113:4	staff nice seemed really stressed unisex bathroom need cleaned often 	unisex bathroom	AMBIENCE#GENERAL	negative
1700205:0	boyfriend went celebrate birthday night say magnificent 	NULL	RESTAURANT#GENERAL	positive
1700205:1	spectacular caviar hospitable waitstaff felt like royalty enjoyed every second 	caviar	FOOD#QUALITY	positive
1700205:1	spectacular caviar hospitable waitstaff felt like royalty enjoyed every second 	waitstaff	SERVICE#GENERAL	positive
1700205:2	considering last patron closing time waitstaff rush u made u feel comfortable relaxed 	waitstaff	SERVICE#GENERAL	positive
1700205:3	highly recommend caviar russe anyone want delicious top grade caviar fantastic service 	caviar	FOOD#QUALITY	positive
1700205:3	highly recommend caviar russe anyone want delicious top grade caviar fantastic service 	service	SERVICE#GENERAL	positive
1702257:0	nice family owned traditional restaurant 	restaurant	RESTAURANT#GENERAL	positive
1702257:1	fresh ingredient everything made order 	ingredients	FOOD#QUALITY	positive
1702257:1	fresh ingredient everything made order 	NULL	FOOD#QUALITY	positive
1702257:2	pleasantly surprised find gem hoboken 	NULL	RESTAURANT#GENERAL	positive
1702257:3	friendly staff actually let enjoy meal company re 	staff	SERVICE#GENERAL	positive
1706644:1	found food outstanding particulary salmon dish 	food	FOOD#QUALITY	positive
1706644:1	found food outstanding particulary salmon dish 	salmon dish	FOOD#QUALITY	positive
1706644:2	also ordered change mojito world 	Change Mojito	DRINKS#QUALITY	positive
1706644:3	friend settled rice dish came back following day try dim sum good outstanding good 	dim sum	FOOD#QUALITY	neutral
1706644:4	ate back patio worth cool music hear well 	back patio	AMBIENCE#GENERAL	positive
1706644:4	ate back patio worth cool music hear well 	music	AMBIENCE#GENERAL	positive
1706644:5	overall excellent restaurant 	restaurant	RESTAURANT#GENERAL	positive
1707201:1	food good 	food	FOOD#QUALITY	positive
1707201:2	place nice calm 	place	AMBIENCE#GENERAL	positive
1707201:3	service bit slow 	service	SERVICE#GENERAL	negative
1707741:1	buffet nice selection 	buffet	FOOD#STYLE_OPTIONS	positive
1707741:2	food average including surprising tasty dish 	food	FOOD#QUALITY	positive
1707741:2	food average including surprising tasty dish 	dishes	FOOD#QUALITY	positive
1707741:3	service also good 	Service	SERVICE#GENERAL	positive
1707741:4	would go back 	NULL	RESTAURANT#GENERAL	positive
1710746:0	got excellent piece cheesecake several nice pastry 	cheesecake	FOOD#QUALITY	positive
1710746:0	got excellent piece cheesecake several nice pastry 	pastries	FOOD#QUALITY	positive
1710746:1	would recommend roxy food 	food	FOOD#QUALITY	negative
1710746:1	would recommend roxy food 	NULL	FOOD#QUALITY	positive
1710746:2	son girlfriend wanted cheeseburger huge 	cheeseburgers	FOOD#STYLE_OPTIONS	neutral
1710746:3	big bun 	NULL	FOOD#STYLE_OPTIONS	negative
1710746:4	consequently burger fell apart hand made mess nt feel like finishing 	burgers	FOOD#STYLE_OPTIONS	negative
1710746:5	also 15 	NULL	FOOD#PRICES	negative
1710746:6	huge pastrami sandwich roll 	pastrami sandwich on a roll	FOOD#STYLE_OPTIONS	neutral
1710746:7	14 really bad pound pastrami didn much taste better le elsewhere 	NULL	FOOD#PRICES	neutral
1710746:7	14 really bad pound pastrami didn much taste better le elsewhere 	NULL	FOOD#QUALITY	negative
1713185:0	place really trendi forgotten important part restaurant food 	food	FOOD#QUALITY	negative
1713185:0	place really trendi forgotten important part restaurant food 	place	AMBIENCE#GENERAL	positive
1713185:1	last two time ordered food soo spicy could barely eat spice took away flavor dish 	food	FOOD#QUALITY	negative
1713185:1	last two time ordered food soo spicy could barely eat spice took away flavor dish 	spice	FOOD#QUALITY	negative
1713185:2	tom kha soup pathetic 	Tom Kha soup	FOOD#QUALITY	negative
1713185:3	want good authentic thai place place go 	Thai	FOOD#QUALITY	negative
1718513:0	went lunch couple week ago saturday thoroughly impressed food 	food	FOOD#QUALITY	positive
1718513:1	pesto pizza excellent thin crust pizza nice amount spicy italian cheese never heard 	pesto pizza	FOOD#QUALITY	positive
1718513:1	pesto pizza excellent thin crust pizza nice amount spicy italian cheese never heard 	spicy Italian cheese	FOOD#QUALITY	positive
1718513:2	conveniently located right bedford ave 	NULL	LOCATION#GENERAL	positive
1718513:3	back garden sitting area pleasant see personal herb garden 	back garden sitting area	AMBIENCE#GENERAL	positive
1718513:4	definetly going back 	NULL	RESTAURANT#GENERAL	positive
1719567:0	lobster sandwich fantastic 	lobster sandwich	FOOD#QUALITY	positive
1719567:1	husband said could eaten several portion fine even exclaimed french fry best 	NULL	FOOD#STYLE_OPTIONS	negative
1719567:1	husband said could eaten several portion fine even exclaimed french fry best 	portion	FOOD#STYLE_OPTIONS	positive
1719567:1	husband said could eaten several portion fine even exclaimed french fry best 	french fries	FOOD#QUALITY	positive
1719567:2	scallop appetizer delicious sauce wonderful 	scallops	FOOD#QUALITY	positive
1719567:2	scallop appetizer delicious sauce wonderful 	sauce	FOOD#QUALITY	positive
1719567:4	waited bar martini right 	martinis	DRINKS#QUALITY	positive
1719567:5	back 	NULL	RESTAURANT#GENERAL	positive
1723402:0	love food 	food	FOOD#QUALITY	positive
1723402:1	place get yummy authentic japanese comfort food 	japanese comfort food	FOOD#QUALITY	positive
1723402:3	beat price 	NULL	RESTAURANT#PRICES	positive
1723402:4	highly recommended 	NULL	RESTAURANT#GENERAL	positive
1723658:0	lived ny 5 year place 	place	RESTAURANT#GENERAL	positive
1723658:1	great food good size menu great service unpretensious setting 	food	FOOD#QUALITY	positive
1723658:1	great food good size menu great service unpretensious setting 	menu	FOOD#STYLE_OPTIONS	positive
1723658:1	great food good size menu great service unpretensious setting 	service	SERVICE#GENERAL	positive
1723658:1	great food good size menu great service unpretensious setting 	setting	AMBIENCE#GENERAL	positive
1723658:2	dish offered unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ever 	dishes	FOOD#QUALITY	positive
